text,time,confidence,speaker_confidence,emotions
"you are a quite the negotiator. Well,","{'begin': 104.39052, 'end': 107.66439}",,,"[{'name': 'Admiration', 'score': 0.05086284130811691}, {'name': 'Adoration', 'score': 0.01739852875471115}, {'name': 'Aesthetic Appreciation', 'score': 0.018998224288225174}, {'name': 'Amusement', 'score': 0.029846133664250374}, {'name': 'Anger', 'score': 0.039723142981529236}, {'name': 'Anxiety', 'score': 0.02300989255309105}, {'name': 'Awe', 'score': 0.04025774821639061}, {'name': 'Awkwardness', 'score': 0.05879789590835571}, {'name': 'Boredom', 'score': 0.031758278608322144}, {'name': 'Calmness', 'score': 0.19405417144298553}, {'name': 'Concentration', 'score': 0.05367431044578552}, {'name': 'Confusion', 'score': 0.0900009498000145}, {'name': 'Contemplation', 'score': 0.1042017862200737}, {'name': 'Contempt', 'score': 0.04438105970621109}, {'name': 'Contentment', 'score': 0.05001308023929596}, {'name': 'Craving', 'score': 0.0065516820177435875}, {'name': 'Desire', 'score': 0.018673233687877655}, {'name': 'Determination', 'score': 0.14098824560642242}, {'name': 'Disappointment', 'score': 0.04803381860256195}, {'name': 'Disgust', 'score': 0.0208516214042902}, {'name': 'Distress', 'score': 0.029774745926260948}, {'name': 'Doubt', 'score': 0.10347456485033035}, {'name': 'Ecstasy', 'score': 0.011510444805026054}, {'name': 'Embarrassment', 'score': 0.018885837867856026}, {'name': 'Empathic Pain', 'score': 0.019094999879598618}, {'name': 'Entrancement', 'score': 0.030988214537501335}, {'name': 'Envy', 'score': 0.023266088217496872}, {'name': 'Excitement', 'score': 0.03280105069279671}, {'name': 'Fear', 'score': 0.004435987211763859}, {'name': 'Guilt', 'score': 0.01590333878993988}, {'name': 'Horror', 'score': 0.004387086722999811}, {'name': 'Interest', 'score': 0.08369066566228867}, {'name': 'Joy', 'score': 0.020503656938672066}, {'name': 'Love', 'score': 0.025147024542093277}, {'name': 'Nostalgia', 'score': 0.008517554961144924}, {'name': 'Pain', 'score': 0.010175137780606747}, {'name': 'Pride', 'score': 0.05098739638924599}, {'name': 'Realization', 'score': 0.29077965021133423}, {'name': 'Relief', 'score': 0.0633528009057045}, {'name': 'Romance', 'score': 0.034149594604969025}, {'name': 'Sadness', 'score': 0.016247784718871117}, {'name': 'Satisfaction', 'score': 0.10121192783117294}, {'name': 'Shame', 'score': 0.008774525485932827}, {'name': 'Surprise (negative)', 'score': 0.03105524741113186}, {'name': 'Surprise (positive)', 'score': 0.0722995325922966}, {'name': 'Sympathy', 'score': 0.04090661182999611}, {'name': 'Tiredness', 'score': 0.026197798550128937}, {'name': 'Triumph', 'score': 0.030138496309518814}]"
I'll tell mind that someone in the big bad world of corporate,"{'begin': 108.06398, 'end': 111.02092}",,,"[{'name': 'Admiration', 'score': 0.04457033425569534}, {'name': 'Adoration', 'score': 0.01638844981789589}, {'name': 'Aesthetic Appreciation', 'score': 0.026133893057703972}, {'name': 'Amusement', 'score': 0.09336685389280319}, {'name': 'Anger', 'score': 0.05115024372935295}, {'name': 'Anxiety', 'score': 0.03201328217983246}, {'name': 'Awe', 'score': 0.02714330516755581}, {'name': 'Awkwardness', 'score': 0.04030468314886093}, {'name': 'Boredom', 'score': 0.1398826539516449}, {'name': 'Calmness', 'score': 0.14534160494804382}, {'name': 'Concentration', 'score': 0.26311320066452026}, {'name': 'Confusion', 'score': 0.036280348896980286}, {'name': 'Contemplation', 'score': 0.14258559048175812}, {'name': 'Contempt', 'score': 0.09171022474765778}, {'name': 'Contentment', 'score': 0.03411704674363136}, {'name': 'Craving', 'score': 0.012979051098227501}, {'name': 'Desire', 'score': 0.006920824758708477}, {'name': 'Determination', 'score': 0.1398223340511322}, {'name': 'Disappointment', 'score': 0.07390561699867249}, {'name': 'Disgust', 'score': 0.07272127270698547}, {'name': 'Distress', 'score': 0.02565343677997589}, {'name': 'Doubt', 'score': 0.025762788951396942}, {'name': 'Ecstasy', 'score': 0.011734038591384888}, {'name': 'Embarrassment', 'score': 0.020135315135121346}, {'name': 'Empathic Pain', 'score': 0.008466205559670925}, {'name': 'Entrancement', 'score': 0.021936532109975815}, {'name': 'Envy', 'score': 0.043090641498565674}, {'name': 'Excitement', 'score': 0.04875453934073448}, {'name': 'Fear', 'score': 0.012349002994596958}, {'name': 'Guilt', 'score': 0.008793248794972897}, {'name': 'Horror', 'score': 0.005950160324573517}, {'name': 'Interest', 'score': 0.07574862241744995}, {'name': 'Joy', 'score': 0.020745450630784035}, {'name': 'Love', 'score': 0.006034941878169775}, {'name': 'Nostalgia', 'score': 0.07658548653125763}, {'name': 'Pain', 'score': 0.004937389399856329}, {'name': 'Pride', 'score': 0.11714024841785431}, {'name': 'Realization', 'score': 0.08152052015066147}, {'name': 'Relief', 'score': 0.010983489453792572}, {'name': 'Romance', 'score': 0.005120910704135895}, {'name': 'Sadness', 'score': 0.02929842658340931}, {'name': 'Satisfaction', 'score': 0.033630598336458206}, {'name': 'Shame', 'score': 0.012871714308857918}, {'name': 'Surprise (negative)', 'score': 0.025563696399331093}, {'name': 'Surprise (positive)', 'score': 0.017550919204950333}, {'name': 'Sympathy', 'score': 0.012015496380627155}, {'name': 'Tiredness', 'score': 0.03106359764933586}, {'name': 'Triumph', 'score': 0.03146500512957573}]"
publishing has our back after all? So,"{'begin': 111.02092, 'end': 114.71761}",,,"[{'name': 'Admiration', 'score': 0.00905559305101633}, {'name': 'Adoration', 'score': 0.005573436617851257}, {'name': 'Aesthetic Appreciation', 'score': 0.009273109957575798}, {'name': 'Amusement', 'score': 0.03875766322016716}, {'name': 'Anger', 'score': 0.04714755341410637}, {'name': 'Anxiety', 'score': 0.014269817620515823}, {'name': 'Awe', 'score': 0.004303459078073502}, {'name': 'Awkwardness', 'score': 0.07543022185564041}, {'name': 'Boredom', 'score': 0.3045603334903717}, {'name': 'Calmness', 'score': 0.1972740739583969}, {'name': 'Concentration', 'score': 0.2559942305088043}, {'name': 'Confusion', 'score': 0.06146581098437309}, {'name': 'Contemplation', 'score': 0.20087411999702454}, {'name': 'Contempt', 'score': 0.0846690684556961}, {'name': 'Contentment', 'score': 0.048114582896232605}, {'name': 'Craving', 'score': 0.007335554342716932}, {'name': 'Desire', 'score': 0.005564162041991949}, {'name': 'Determination', 'score': 0.1362309604883194}, {'name': 'Disappointment', 'score': 0.10714425891637802}, {'name': 'Disgust', 'score': 0.040981654077768326}, {'name': 'Distress', 'score': 0.019650587812066078}, {'name': 'Doubt', 'score': 0.03348400443792343}, {'name': 'Ecstasy', 'score': 0.004300601780414581}, {'name': 'Embarrassment', 'score': 0.04137388616800308}, {'name': 'Empathic Pain', 'score': 0.023393575102090836}, {'name': 'Entrancement', 'score': 0.009738246910274029}, {'name': 'Envy', 'score': 0.026285555213689804}, {'name': 'Excitement', 'score': 0.024350373074412346}, {'name': 'Fear', 'score': 0.006853336934000254}, {'name': 'Guilt', 'score': 0.060727380216121674}, {'name': 'Horror', 'score': 0.0037360782735049725}, {'name': 'Interest', 'score': 0.13873039186000824}, {'name': 'Joy', 'score': 0.019350018352270126}, {'name': 'Love', 'score': 0.005522350315004587}, {'name': 'Nostalgia', 'score': 0.03132818639278412}, {'name': 'Pain', 'score': 0.012386824004352093}, {'name': 'Pride', 'score': 0.030651142820715904}, {'name': 'Realization', 'score': 0.047249969094991684}, {'name': 'Relief', 'score': 0.033813998103141785}, {'name': 'Romance', 'score': 0.004484978504478931}, {'name': 'Sadness', 'score': 0.04290079325437546}, {'name': 'Satisfaction', 'score': 0.05723443254828453}, {'name': 'Shame', 'score': 0.0495748445391655}, {'name': 'Surprise (negative)', 'score': 0.02182558737695217}, {'name': 'Surprise (positive)', 'score': 0.008693673647940159}, {'name': 'Sympathy', 'score': 0.035322096198797226}, {'name': 'Tiredness', 'score': 0.04850024729967117}, {'name': 'Triumph', 'score': 0.030410120263695717}]"
"do we have a deal then? Yeah, Mark,","{'begin': 114.77704, 'end': 117.825356}",,,"[{'name': 'Admiration', 'score': 0.01642124354839325}, {'name': 'Adoration', 'score': 0.006701915059238672}, {'name': 'Aesthetic Appreciation', 'score': 0.010251014493405819}, {'name': 'Amusement', 'score': 0.027058880776166916}, {'name': 'Anger', 'score': 0.10628250986337662}, {'name': 'Anxiety', 'score': 0.03555598109960556}, {'name': 'Awe', 'score': 0.007731449790298939}, {'name': 'Awkwardness', 'score': 0.10027777403593063}, {'name': 'Boredom', 'score': 0.0669858455657959}, {'name': 'Calmness', 'score': 0.18423189222812653}, {'name': 'Concentration', 'score': 0.10343578457832336}, {'name': 'Confusion', 'score': 0.08731763809919357}, {'name': 'Contemplation', 'score': 0.07654887437820435}, {'name': 'Contempt', 'score': 0.14050310850143433}, {'name': 'Contentment', 'score': 0.03548237308859825}, {'name': 'Craving', 'score': 0.004873255267739296}, {'name': 'Desire', 'score': 0.0026262688916176558}, {'name': 'Determination', 'score': 0.17321230471134186}, {'name': 'Disappointment', 'score': 0.08127505332231522}, {'name': 'Disgust', 'score': 0.08000269532203674}, {'name': 'Distress', 'score': 0.053679950535297394}, {'name': 'Doubt', 'score': 0.11489862948656082}, {'name': 'Ecstasy', 'score': 0.005634407512843609}, {'name': 'Embarrassment', 'score': 0.022993018850684166}, {'name': 'Empathic Pain', 'score': 0.015088059939444065}, {'name': 'Entrancement', 'score': 0.008977854624390602}, {'name': 'Envy', 'score': 0.0783989280462265}, {'name': 'Excitement', 'score': 0.03613286837935448}, {'name': 'Fear', 'score': 0.021376512944698334}, {'name': 'Guilt', 'score': 0.012639429420232773}, {'name': 'Horror', 'score': 0.005057094153016806}, {'name': 'Interest', 'score': 0.08975431323051453}, {'name': 'Joy', 'score': 0.01660347729921341}, {'name': 'Love', 'score': 0.006964488420635462}, {'name': 'Nostalgia', 'score': 0.005811015609651804}, {'name': 'Pain', 'score': 0.011331905610859394}, {'name': 'Pride', 'score': 0.040125779807567596}, {'name': 'Realization', 'score': 0.0643516555428505}, {'name': 'Relief', 'score': 0.010339614935219288}, {'name': 'Romance', 'score': 0.004495115019381046}, {'name': 'Sadness', 'score': 0.027388539165258408}, {'name': 'Satisfaction', 'score': 0.020633244886994362}, {'name': 'Shame', 'score': 0.013079441152513027}, {'name': 'Surprise (negative)', 'score': 0.041664645075798035}, {'name': 'Surprise (positive)', 'score': 0.016916820779442787}, {'name': 'Sympathy', 'score': 0.01707964763045311}, {'name': 'Tiredness', 'score': 0.023148564621806145}, {'name': 'Triumph', 'score': 0.01975252293050289}]"
"we have a deal. And hopefully, we'll","{'begin': 118.064316, 'end': 120.85225}",,,"[{'name': 'Admiration', 'score': 0.031248293817043304}, {'name': 'Adoration', 'score': 0.016682330518960953}, {'name': 'Aesthetic Appreciation', 'score': 0.02042672038078308}, {'name': 'Amusement', 'score': 0.015022626146674156}, {'name': 'Anger', 'score': 0.023070791736245155}, {'name': 'Anxiety', 'score': 0.011995901353657246}, {'name': 'Awe', 'score': 0.01275930181145668}, {'name': 'Awkwardness', 'score': 0.0242311991751194}, {'name': 'Boredom', 'score': 0.06645582616329193}, {'name': 'Calmness', 'score': 0.3479445278644562}, {'name': 'Concentration', 'score': 0.285582572221756}, {'name': 'Confusion', 'score': 0.03340090438723564}, {'name': 'Contemplation', 'score': 0.15096835792064667}, {'name': 'Contempt', 'score': 0.0320914201438427}, {'name': 'Contentment', 'score': 0.09704549610614777}, {'name': 'Craving', 'score': 0.012514876201748848}, {'name': 'Desire', 'score': 0.004502027295529842}, {'name': 'Determination', 'score': 0.3616379499435425}, {'name': 'Disappointment', 'score': 0.02958938293159008}, {'name': 'Disgust', 'score': 0.010206158272922039}, {'name': 'Distress', 'score': 0.008525393903255463}, {'name': 'Doubt', 'score': 0.0341145321726799}, {'name': 'Ecstasy', 'score': 0.006277628242969513}, {'name': 'Embarrassment', 'score': 0.01038544625043869}, {'name': 'Empathic Pain', 'score': 0.00776330241933465}, {'name': 'Entrancement', 'score': 0.01377948373556137}, {'name': 'Envy', 'score': 0.026824846863746643}, {'name': 'Excitement', 'score': 0.026162350550293922}, {'name': 'Fear', 'score': 0.005032788496464491}, {'name': 'Guilt', 'score': 0.003977140877395868}, {'name': 'Horror', 'score': 0.0009508041548542678}, {'name': 'Interest', 'score': 0.3006993532180786}, {'name': 'Joy', 'score': 0.021280089393258095}, {'name': 'Love', 'score': 0.014447850175201893}, {'name': 'Nostalgia', 'score': 0.0029648400377482176}, {'name': 'Pain', 'score': 0.0054179090075194836}, {'name': 'Pride', 'score': 0.09203647077083588}, {'name': 'Realization', 'score': 0.10096869617700577}, {'name': 'Relief', 'score': 0.07019081711769104}, {'name': 'Romance', 'score': 0.003382983384653926}, {'name': 'Sadness', 'score': 0.011197928339242935}, {'name': 'Satisfaction', 'score': 0.07811473309993744}, {'name': 'Shame', 'score': 0.004657329060137272}, {'name': 'Surprise (negative)', 'score': 0.007128553465008736}, {'name': 'Surprise (positive)', 'score': 0.022035585716366768}, {'name': 'Sympathy', 'score': 0.03941662609577179}, {'name': 'Tiredness', 'score': 0.022285668179392815}, {'name': 'Triumph', 'score': 0.048617951571941376}]"
have a start to a better partnership too.,"{'begin': 120.85225, 'end': 122.52501}",,,"[{'name': 'Admiration', 'score': 0.04797384887933731}, {'name': 'Adoration', 'score': 0.007988860830664635}, {'name': 'Aesthetic Appreciation', 'score': 0.007228050846606493}, {'name': 'Amusement', 'score': 0.016479257494211197}, {'name': 'Anger', 'score': 0.022306853905320168}, {'name': 'Anxiety', 'score': 0.03565800562500954}, {'name': 'Awe', 'score': 0.007629632018506527}, {'name': 'Awkwardness', 'score': 0.0384308286011219}, {'name': 'Boredom', 'score': 0.07491406053304672}, {'name': 'Calmness', 'score': 0.2896539866924286}, {'name': 'Concentration', 'score': 0.26777198910713196}, {'name': 'Confusion', 'score': 0.023621508851647377}, {'name': 'Contemplation', 'score': 0.09782343357801437}, {'name': 'Contempt', 'score': 0.0267501100897789}, {'name': 'Contentment', 'score': 0.07492020726203918}, {'name': 'Craving', 'score': 0.007109727710485458}, {'name': 'Desire', 'score': 0.005651164334267378}, {'name': 'Determination', 'score': 0.2827754020690918}, {'name': 'Disappointment', 'score': 0.04852531850337982}, {'name': 'Disgust', 'score': 0.009099992923438549}, {'name': 'Distress', 'score': 0.036884330213069916}, {'name': 'Doubt', 'score': 0.04194767773151398}, {'name': 'Ecstasy', 'score': 0.005646833684295416}, {'name': 'Embarrassment', 'score': 0.011510140262544155}, {'name': 'Empathic Pain', 'score': 0.01638377457857132}, {'name': 'Entrancement', 'score': 0.008257763460278511}, {'name': 'Envy', 'score': 0.013753131031990051}, {'name': 'Excitement', 'score': 0.05045269429683685}, {'name': 'Fear', 'score': 0.02847032994031906}, {'name': 'Guilt', 'score': 0.024704139679670334}, {'name': 'Horror', 'score': 0.005921036005020142}, {'name': 'Interest', 'score': 0.17401853203773499}, {'name': 'Joy', 'score': 0.029212143272161484}, {'name': 'Love', 'score': 0.005469306837767363}, {'name': 'Nostalgia', 'score': 0.004662881139665842}, {'name': 'Pain', 'score': 0.019559474661946297}, {'name': 'Pride', 'score': 0.07419748604297638}, {'name': 'Realization', 'score': 0.11661612242460251}, {'name': 'Relief', 'score': 0.02555515058338642}, {'name': 'Romance', 'score': 0.0043967366218566895}, {'name': 'Sadness', 'score': 0.037364911288022995}, {'name': 'Satisfaction', 'score': 0.08116813004016876}, {'name': 'Shame', 'score': 0.01819424517452717}, {'name': 'Surprise (negative)', 'score': 0.013589195907115936}, {'name': 'Surprise (positive)', 'score': 0.014314678497612476}, {'name': 'Sympathy', 'score': 0.025827758014202118}, {'name': 'Tiredness', 'score': 0.02852785773575306}, {'name': 'Triumph', 'score': 0.027603574097156525}]"
Will,"{'begin': 0.19946235, 'end': 0.69946235}",0.88720703,,"[{'name': 'Admiration', 'score': 0.013585390523076057}, {'name': 'Adoration', 'score': 0.010794972069561481}, {'name': 'Aesthetic Appreciation', 'score': 0.010945088230073452}, {'name': 'Amusement', 'score': 0.06453491002321243}, {'name': 'Anger', 'score': 0.05479245260357857}, {'name': 'Anxiety', 'score': 0.03948007896542549}, {'name': 'Awe', 'score': 0.017085708677768707}, {'name': 'Awkwardness', 'score': 0.09876342117786407}, {'name': 'Boredom', 'score': 0.1830727905035019}, {'name': 'Calmness', 'score': 0.10823266208171844}, {'name': 'Concentration', 'score': 0.023060603067278862}, {'name': 'Confusion', 'score': 0.09688327461481094}, {'name': 'Contemplation', 'score': 0.02315843105316162}, {'name': 'Contempt', 'score': 0.033126797527074814}, {'name': 'Contentment', 'score': 0.04371830075979233}, {'name': 'Craving', 'score': 0.008778400719165802}, {'name': 'Desire', 'score': 0.025230582803487778}, {'name': 'Determination', 'score': 0.0472528450191021}, {'name': 'Disappointment', 'score': 0.052768755704164505}, {'name': 'Disgust', 'score': 0.030248206108808517}, {'name': 'Distress', 'score': 0.056786440312862396}, {'name': 'Doubt', 'score': 0.046351734548807144}, {'name': 'Ecstasy', 'score': 0.01152811013162136}, {'name': 'Embarrassment', 'score': 0.03361130505800247}, {'name': 'Empathic Pain', 'score': 0.012372762896120548}, {'name': 'Entrancement', 'score': 0.012694455683231354}, {'name': 'Envy', 'score': 0.017985593527555466}, {'name': 'Excitement', 'score': 0.030468888580799103}, {'name': 'Fear', 'score': 0.02238459885120392}, {'name': 'Guilt', 'score': 0.01964070275425911}, {'name': 'Horror', 'score': 0.00904128234833479}, {'name': 'Interest', 'score': 0.03448661416769028}, {'name': 'Joy', 'score': 0.03863039240241051}, {'name': 'Love', 'score': 0.010079934261739254}, {'name': 'Nostalgia', 'score': 0.011928362771868706}, {'name': 'Pain', 'score': 0.030347969383001328}, {'name': 'Pride', 'score': 0.020270908251404762}, {'name': 'Realization', 'score': 0.046152789145708084}, {'name': 'Relief', 'score': 0.04332823306322098}, {'name': 'Romance', 'score': 0.012082954868674278}, {'name': 'Sadness', 'score': 0.061925679445266724}, {'name': 'Satisfaction', 'score': 0.029995601624250412}, {'name': 'Shame', 'score': 0.019570855423808098}, {'name': 'Surprise (negative)', 'score': 0.038747649639844894}, {'name': 'Surprise (positive)', 'score': 0.055005013942718506}, {'name': 'Sympathy', 'score': 0.012413586489856243}, {'name': 'Tiredness', 'score': 0.06435812264680862}, {'name': 'Triumph', 'score': 0.014091003686189651}]"
I understand it is tough. But let's find a way to work together?,"{'begin': 1.0770967, 'end': 5.305699}",0.98997146,,"[{'name': 'Admiration', 'score': 0.04751665145158768}, {'name': 'Adoration', 'score': 0.03370308503508568}, {'name': 'Aesthetic Appreciation', 'score': 0.04146447405219078}, {'name': 'Amusement', 'score': 0.05003521591424942}, {'name': 'Anger', 'score': 0.021731561049818993}, {'name': 'Anxiety', 'score': 0.03061559982597828}, {'name': 'Awe', 'score': 0.023948945105075836}, {'name': 'Awkwardness', 'score': 0.05886821076273918}, {'name': 'Boredom', 'score': 0.03655944764614105}, {'name': 'Calmness', 'score': 0.1612437218427658}, {'name': 'Concentration', 'score': 0.1517769694328308}, {'name': 'Confusion', 'score': 0.05309680104255676}, {'name': 'Contemplation', 'score': 0.2857537865638733}, {'name': 'Contempt', 'score': 0.03251413255929947}, {'name': 'Contentment', 'score': 0.20079103112220764}, {'name': 'Craving', 'score': 0.013749545440077782}, {'name': 'Desire', 'score': 0.022389760240912437}, {'name': 'Determination', 'score': 0.33628177642822266}, {'name': 'Disappointment', 'score': 0.06890688836574554}, {'name': 'Disgust', 'score': 0.011365685611963272}, {'name': 'Distress', 'score': 0.02703804150223732}, {'name': 'Doubt', 'score': 0.04021704941987991}, {'name': 'Ecstasy', 'score': 0.025506114587187767}, {'name': 'Embarrassment', 'score': 0.01581108383834362}, {'name': 'Empathic Pain', 'score': 0.0071481382474303246}, {'name': 'Entrancement', 'score': 0.020513033494353294}, {'name': 'Envy', 'score': 0.03643753379583359}, {'name': 'Excitement', 'score': 0.09649990499019623}, {'name': 'Fear', 'score': 0.010164844803512096}, {'name': 'Guilt', 'score': 0.01229916326701641}, {'name': 'Horror', 'score': 0.0026341676712036133}, {'name': 'Interest', 'score': 0.12777912616729736}, {'name': 'Joy', 'score': 0.10735685378313065}, {'name': 'Love', 'score': 0.0689406469464302}, {'name': 'Nostalgia', 'score': 0.06707119941711426}, {'name': 'Pain', 'score': 0.007472337689250708}, {'name': 'Pride', 'score': 0.09879866242408752}, {'name': 'Realization', 'score': 0.10448505729436874}, {'name': 'Relief', 'score': 0.08390501886606216}, {'name': 'Romance', 'score': 0.04145752266049385}, {'name': 'Sadness', 'score': 0.03356146067380905}, {'name': 'Satisfaction', 'score': 0.17793332040309906}, {'name': 'Shame', 'score': 0.012880103662610054}, {'name': 'Surprise (negative)', 'score': 0.018559016287326813}, {'name': 'Surprise (positive)', 'score': 0.0621698759496212}, {'name': 'Sympathy', 'score': 0.033446453511714935}, {'name': 'Tiredness', 'score': 0.03680752217769623}, {'name': 'Triumph', 'score': 0.07792474329471588}]"
What if we offer a tier discount system based on volume?,"{'begin': 6.023763, 'end': 9.792621}",0.8842552,,"[{'name': 'Admiration', 'score': 0.0019417671719565988}, {'name': 'Adoration', 'score': 0.0008820674265734851}, {'name': 'Aesthetic Appreciation', 'score': 0.002719232579693198}, {'name': 'Amusement', 'score': 0.01831078715622425}, {'name': 'Anger', 'score': 0.04443319886922836}, {'name': 'Anxiety', 'score': 0.07370078563690186}, {'name': 'Awe', 'score': 0.007266538217663765}, {'name': 'Awkwardness', 'score': 0.08297836780548096}, {'name': 'Boredom', 'score': 0.01141621358692646}, {'name': 'Calmness', 'score': 0.02354634739458561}, {'name': 'Concentration', 'score': 0.04795169085264206}, {'name': 'Confusion', 'score': 0.4522812068462372}, {'name': 'Contemplation', 'score': 0.059580978006124496}, {'name': 'Contempt', 'score': 0.027174264192581177}, {'name': 'Contentment', 'score': 0.0022477803286165}, {'name': 'Craving', 'score': 0.00241405819542706}, {'name': 'Desire', 'score': 0.0015042407903820276}, {'name': 'Determination', 'score': 0.04335886612534523}, {'name': 'Disappointment', 'score': 0.11596967279911041}, {'name': 'Disgust', 'score': 0.024382201954722404}, {'name': 'Distress', 'score': 0.11462219804525375}, {'name': 'Doubt', 'score': 0.11734981089830399}, {'name': 'Ecstasy', 'score': 0.0009191368008032441}, {'name': 'Embarrassment', 'score': 0.02126135677099228}, {'name': 'Empathic Pain', 'score': 0.02072647400200367}, {'name': 'Entrancement', 'score': 0.0017567997565492988}, {'name': 'Envy', 'score': 0.013285729102790356}, {'name': 'Excitement', 'score': 0.008126707747578621}, {'name': 'Fear', 'score': 0.02564677968621254}, {'name': 'Guilt', 'score': 0.011543167755007744}, {'name': 'Horror', 'score': 0.014838937669992447}, {'name': 'Interest', 'score': 0.028523169457912445}, {'name': 'Joy', 'score': 0.0021795385982841253}, {'name': 'Love', 'score': 0.0017756785964593291}, {'name': 'Nostalgia', 'score': 0.0016959973145276308}, {'name': 'Pain', 'score': 0.008172452449798584}, {'name': 'Pride', 'score': 0.004058172460645437}, {'name': 'Realization', 'score': 0.042460888624191284}, {'name': 'Relief', 'score': 0.0032854657620191574}, {'name': 'Romance', 'score': 0.0013580414233729243}, {'name': 'Sadness', 'score': 0.03222482278943062}, {'name': 'Satisfaction', 'score': 0.004122057463973761}, {'name': 'Shame', 'score': 0.015282356180250645}, {'name': 'Surprise (negative)', 'score': 0.24532470107078552}, {'name': 'Surprise (positive)', 'score': 0.0310957133769989}, {'name': 'Sympathy', 'score': 0.03382693976163864}, {'name': 'Tiredness', 'score': 0.007444166112691164}, {'name': 'Triumph', 'score': 0.004531790968030691}]"
"Volume,","{'begin': 11.630766, 'end': 12.130766}",0.9980469,,"[{'name': 'Admiration', 'score': 0.012830058112740517}, {'name': 'Adoration', 'score': 0.010959242470562458}, {'name': 'Aesthetic Appreciation', 'score': 0.010212046094238758}, {'name': 'Amusement', 'score': 0.04132930934429169}, {'name': 'Anger', 'score': 0.08155883848667145}, {'name': 'Anxiety', 'score': 0.03259417414665222}, {'name': 'Awe', 'score': 0.020343437790870667}, {'name': 'Awkwardness', 'score': 0.060121092945337296}, {'name': 'Boredom', 'score': 0.081627756357193}, {'name': 'Calmness', 'score': 0.08840640634298325}, {'name': 'Concentration', 'score': 0.03385816887021065}, {'name': 'Confusion', 'score': 0.10529255121946335}, {'name': 'Contemplation', 'score': 0.01643655076622963}, {'name': 'Contempt', 'score': 0.0626925528049469}, {'name': 'Contentment', 'score': 0.01830240711569786}, {'name': 'Craving', 'score': 0.009863517247140408}, {'name': 'Desire', 'score': 0.023955387994647026}, {'name': 'Determination', 'score': 0.04520268365740776}, {'name': 'Disappointment', 'score': 0.06357235461473465}, {'name': 'Disgust', 'score': 0.050989579409360886}, {'name': 'Distress', 'score': 0.06080291420221329}, {'name': 'Doubt', 'score': 0.04535701870918274}, {'name': 'Ecstasy', 'score': 0.010201375000178814}, {'name': 'Embarrassment', 'score': 0.021623535081744194}, {'name': 'Empathic Pain', 'score': 0.010587261989712715}, {'name': 'Entrancement', 'score': 0.01912255398929119}, {'name': 'Envy', 'score': 0.014454899355769157}, {'name': 'Excitement', 'score': 0.02608862891793251}, {'name': 'Fear', 'score': 0.03654384985566139}, {'name': 'Guilt', 'score': 0.014113394543528557}, {'name': 'Horror', 'score': 0.01734323240816593}, {'name': 'Interest', 'score': 0.0447380393743515}, {'name': 'Joy', 'score': 0.0181072149425745}, {'name': 'Love', 'score': 0.012811611406505108}, {'name': 'Nostalgia', 'score': 0.014551020227372646}, {'name': 'Pain', 'score': 0.02796553261578083}, {'name': 'Pride', 'score': 0.014138216152787209}, {'name': 'Realization', 'score': 0.04039391130208969}, {'name': 'Relief', 'score': 0.014273682609200478}, {'name': 'Romance', 'score': 0.01941089704632759}, {'name': 'Sadness', 'score': 0.05732262134552002}, {'name': 'Satisfaction', 'score': 0.016014093533158302}, {'name': 'Shame', 'score': 0.02111584134399891}, {'name': 'Surprise (negative)', 'score': 0.04112260788679123}, {'name': 'Surprise (positive)', 'score': 0.02931879088282585}, {'name': 'Sympathy', 'score': 0.007620156276971102}, {'name': 'Tiredness', 'score': 0.047783758491277695}, {'name': 'Triumph', 'score': 0.009249490685760975}]"
